chr	start	end	length	sequence	chip.sample001.tsv	chip.sample002.tsv	chip.sample003.tsv	chip.sample004.tsv	chip.sample005.tsv	chip.sample006.tsv	chip.sample007.tsv	chip.sample008.tsv	chip.sample009.tsv	chip.sample010.tsv
ENSG00000011454	9	122940832	123104866	164034	NA	249	274	445	431	428	478	595	747	1778	1207
ENSG00000011465	12	91140483	91183123	42640	NA	4020	3670	8995	1399	596	1606	2154	518	29370	19474
ENSG00000011478	19	45692482	45703989	11507	NA	17	32	32	71	68	59	74	46	140	105
ENSG00000011485	19	46346993	46392981	45988	NA	140	118	213	221	269	244	266	433	608	559
ENSG00000011523	2	65056365	65087004	30639	NA	177	130	251	274	271	359	368	270	828	674
ENSG00000011566	2	39249265	39437312	188047	NA	199	162	292	157	109	118	185	166	1055	780
ENSG00000011590	19	35704526	35717038	12512	NA	2	2	1	60	41	42	54	69	14	13
ENSG00000011600	19	35904400	35908295	3895	NA	134	349	523	820	100	142	151	142	1469	645
ENSG00000011638	16	21158376	21180616	22240	NA	71	60	119	378	127	118	110	76	550	355
ENSG00000011677	X	152166233	152451358	285125	NA	0	0	1	0	1	0	0	0	4	1
ENSG00000012048	17	43044294	43170245	125951	NA	26	22	59	45	192	131	340	657	161	146
ENSG00000012061	19	45407332	45478828	71496	NA	121	102	172	231	230	202	187	162	570	623
ENSG00000012124	19	35319260	35347355	28095	NA	114	22	48	722	3548	3835	4230	4801	345	440
ENSG00000012171	3	50267557	50277546	9989	NA	250	425	515	4	3	5	10	0	1144	1080
ENSG00000012174	X	21839635	21885424	45789	NA	59	81	137	138	99	126	124	183	458	316
ENSG00000012211	X	49175263	49186528	11265	NA	17	30	42	32	27	31	34	44	153	88
ENSG00000012223	3	46435644	46485234	49590	NA	25	23	41	28	110	81	109	240	577	219
ENSG00000012232	8	28600468	28755599	155131	NA	212	167	301	201	123	245	165	213	903	718
ENSG00000012504	12	100473707	100564413	90706	NA	2	1	4	0	1	0	1	0	7	10
ENSG00000012660	6	53267397	53349179	81782	NA	342	381	717	758	1248	1279	1357	2035	1732	2040
ENSG00000012779	10	45374175	45446119	71944	NA	506	615	895	290	562	603	644	409	3522	1510
ENSG00000012817	Y	19703864	19744939	41075	NA	2	0	1	0	5	0	1439	0	2178	4
ENSG00000012822	12	53708516	53727745	19229	NA	738	699	869	653	804	937	797	567	6595	4414
ENSG00000012963	14	93207055	93229215	22160	NA	103	107	196	243	321	261	369	653	614	468
ENSG00000012983	14	50418500	50561126	142626	NA	176	222	464	225	326	346	396	368	1246	1120
ENSG00000013016	2	31234336	31269447	35111	NA	121	61	116	104	162	152	197	336	419	274
ENSG00000013275	19	39971004	39981441	10437	NA	132	170	299	358	363	330	356	494	671	748
ENSG00000013288	4	6575174	6623362	48188	NA	291	297	418	426	407	530	342	402	1494	1405
ENSG00000013293	3	170459583	170586074	126491	NA	1	0	2	1	1	0	0	0	0	0
ENSG00000013297	3	170418864	170860380	441516	NA	25	50	60	12	17	20	36	12	236	147
ENSG00000013306	17	44319624	44324870	5246	NA	171	217	315	498	432	420	433	473	870	711
ENSG00000013364	16	29820393	29848039	27646	NA	716	883	1277	1387	867	1065	640	781	3048	3097
ENSG00000013374	7	151341698	151378449	36751	NA	255	263	413	546	548	697	665	1150	1339	1103
ENSG00000013375	6	83161149	83193936	32787	NA	108	123	212	104	149	133	181	155	698	725
ENSG00000013392	6	83193378	83198932	5554	NA	30	25	61	56	63	62	58	55	228	136
ENSG00000013441	2	200853008	200864744	11736	NA	309	604	559	1486	3107	2461	1896	1844	4889	2963
ENSG00000013503	12	106357657	106510198	152541	NA	35	40	83	54	81	98	80	122	174	159
ENSG00000013523	14	76786177	76826246	40069	NA	130	147	194	195	194	294	250	264	900	637
ENSG00000013561	5	141958327	141990291	31964	NA	116	147	295	303	269	262	272	435	917	595
ENSG00000013563	X	154401237	154412112	10875	NA	25	46	68	40	86	39	94	40	188	142
ENSG00000013573	12	31073844	31104791	30947	NA	58	62	100	167	302	295	423	370	451	519
ENSG00000013583	12	12974863	13000273	25410	NA	120	142	278	246	104	106	139	85	896	607
ENSG00000013588	12	12890781	12917937	27156	NA	3009	2424	3717	2	1	2	7	0	17793	16473
ENSG00000013619	X	150361421	150514178	152757	NA	20	23	36	87	10	55	39	30	181	136
ENSG00000013725	11	60971679	61020377	48698	NA	50	88	66	692	1070	924	719	642	255	368
ENSG00000013810	4	1721489	1745176	23687	NA	45	73	111	377	899	449	932	1189	225	209
ENSG00000014123	6	96521594	96555276	33682	NA	192	218	366	344	563	590	665	752	1375	951
ENSG00000014138	11	65261761	65305589	43828	NA	52	56	75	116	221	217	272	417	273	183
ENSG00000014164	8	143437654	143541453	103799	NA	59	61	58	91	70	83	83	119	191	229
ENSG00000014216	11	65180565	65212006	31441	NA	537	621	868	761	709	679	800	997	2385	2176
ENSG00000014257	3	132317366	132368298	50932	NA	19	38	60	17	18	6	21	43	144	121
ENSG00000014641	2	63588608	63607197	18589	NA	233	258	546	779	804	596	864	1330	1513	1093
ENSG00000014824	4	41990471	42090457	99986	NA	233	235	469	333	331	322	428	603	1511	945
ENSG00000014914	1	149928650	149936898	8248	NA	73	72	116	23	17	30	49	18	464	375
ENSG00000014919	10	99711843	99732100	20257	NA	101	94	201	230	320	296	325	513	776	534
ENSG00000015133	14	91271322	91417844	146522	NA	148	197	238	625	871	1201	1024	1167	980	1604
ENSG00000015153	12	42157103	42238349	81246	NA	52	54	90	163	152	154	156	223	310	213
ENSG00000015171	10	134464	254637	120173	NA	505	450	910	514	537	720	623	607	3148	2190
ENSG00000015285	X	48676595	48691427	14832	NA	66	111	135	498	778	560	674	740	326	294
ENSG00000015413	16	89613307	89638456	25149	NA	0	5	1	72	7	14	9	4	3	7
ENSG00000015475	22	17734137	17774770	40633	NA	47	70	120	252	182	160	210	314	230	150
ENSG00000015479	5	139293647	139331359	37712	NA	8	7	8	8	54	48	38	24	183	76
ENSG00000015520	7	44512534	44541315	28781	NA	0	0	0	0	1	0	1	0	9	5
ENSG00000015532	17	50346091	50363138	17047	NA	81	75	105	179	176	193	159	170	431	341
ENSG00000015568	2	109792757	109857695	64938	NA	0	3	1	1	6	0	1	2	14	24
ENSG00000015592	8	27235322	27258420	23098	NA	0	0	0	0	1	1	0	1	0	0
ENSG00000015676	7	44379120	44490880	111760	NA	285	293	499	478	645	484	540	579	1481	1178
ENSG00000016082	5	51383390	51394738	11348	NA	0	0	1	0	0	4	0	0	0	3
ENSG00000016391	3	53812334	53846390	34056	NA	47	51	88	7	32	16	68	64	366	130
ENSG00000016402	6	136999970	137045180	45210	NA	40	54	114	0	1	0	0	0	215	643
ENSG00000016490	1	86468367	86500289	31922	NA	0	0	0	0	13	1	47	0	0	0
ENSG00000016602	1	86547077	86580754	33677	NA	0	0	0	1	2	0	0	0	1	2
ENSG00000016864	3	52694484	52706083	11599	NA	187	195	292	288	302	287	293	307	940	818
ENSG00000017260	3	130850594	131016712	166118	NA	545	590	1165	432	538	533	570	800	3712	2526
ENSG00000017427	12	102395866	102480645	84779	NA	7	3	17	22	10	18	24	13	46	24
ENSG00000017483	X	48458536	48470256	11720	NA	81	76	142	118	63	74	61	79	471	309
ENSG00000017797	18	9475008	9538116	63108	NA	245	274	516	470	461	447	594	760	1898	1248
ENSG00000018189	4	70704203	70807315	103112	NA	196	223	298	256	355	425	553	439	1653	1354
ENSG00000018236	12	40692441	41072418	379977	NA	89	37	106	210	67	181	112	94	280	294
ENSG00000018280	2	218382028	218396894	14866	NA	263	439	479	16	14	9	3	5	2123	1333
ENSG00000018408	3	149517234	149736714	219480	NA	533	539	1012	281	134	216	285	163	3082	2868
ENSG00000018510	2	177392643	177543836	151193	NA	212	208	377	316	322	361	432	648	1386	747
ENSG00000018607	2	132309308	132318736	9428	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000018610	X	119538148	119565408	27260	NA	58	48	76	109	129	87	136	177	351	300
ENSG00000018625	1	160115758	160143591	27833	NA	77	34	40	5	8	13	25	3	500	435
ENSG00000018699	2	32628031	32821051	193020	NA	45	59	107	116	133	173	130	236	328	229
ENSG00000018869	19	56375845	56393545	17700	NA	23	8	21	35	35	41	33	34	66	68
ENSG00000019102	11	124747471	124752238	4767	NA	156	166	234	4	5	13	5	1	890	623
ENSG00000019144	11	118606439	118658038	51599	NA	540	377	594	195	117	237	305	103	2176	2172
ENSG00000019169	2	118942165	118994660	52495	NA	656	599	1677	28	353	270	83	15	5350	2122
ENSG00000019186	20	54153448	54173973	20525	NA	0	1	0	2	1	3	5	2	1	45
ENSG00000019485	11	45095805	45235124	139319	NA	117	81	136	47	72	92	64	77	361	394
ENSG00000019505	11	45240300	45286319	46019	NA	0	4	2	0	0	0	1	2	0	16
ENSG00000019549	8	48917689	48921740	4051	NA	41	41	108	263	61	45	63	68	324	150
ENSG00000019582	5	150401636	150412929	11293	NA	8932	12890	18123	34537	22659	23352	23258	31568	48042	46129
ENSG00000019991	7	81699005	81770438	71433	NA	189	185	266	51	23	65	63	28	1004	566
ENSG00000019995	10	124942122	124988189	46067	NA	83	73	109	76	131	145	81	137	390	377
ENSG00000020129	1	35557472	35567274	9802	NA	51	64	89	142	142	161	117	144	300	274
ENSG00000020181	8	37784190	37844896	60706	NA	169	201	305	240	99	225	237	143	774	650
ENSG00000020219	7	152445476	152447150	1674	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000020256	20	52051662	52204308	152646	NA	27	53	69	90	83	79	74	125	202	143
ENSG00000020426	14	60734741	60969953	235212	NA	14	21	54	31	49	29	68	74	132	137
ENSG00000020577	14	54567096	54793315	226219	NA	163	160	352	167	132	209	223	167	762	663
ENSG00000020633	1	24899510	24965121	65611	NA	95	107	188	900	770	774	618	868	351	582
ENSG00000020922	11	94415577	94493908	78331	NA	89	87	110	199	350	308	376	314	716	478
ENSG00000021300	11	73646177	73662819	16642	NA	45	62	105	51	129	79	62	39	251	450
ENSG00000021355	6	2832331	2842006	9675	NA	531	492	813	773	677	715	779	1098	2380	3777
ENSG00000021461	7	99828012	99866102	38090	NA	0	1	0	0	0	1	0	2	2	6
ENSG00000021488	19	32830508	32869766	39258	NA	1	1	0	2	3	1	2	1	1	6
ENSG00000021574	2	32063610	32157637	94027	NA	90	81	166	230	251	232	245	381	484	366
ENSG00000021645	14	78170372	79868290	1697918	NA	42	25	60	7	14	9	14	19	148	167
ENSG00000021762	11	3087115	3166739	79624	NA	114	149	173	117	44	61	47	45	527	420
ENSG00000021776	15	34851781	34969839	118058	NA	230	188	316	324	466	604	551	793	1190	971
ENSG00000021826	2	210477681	210679107	201426	NA	20	12	17	11	8	10	17	4	65	55
ENSG00000021852	1	56929209	56966140	36931	NA	45	43	104	0	0	0	0	0	400	95
ENSG00000022267	X	136146701	136211359	64658	NA	1902	1407	2739	801	309	620	574	280	8843	13126
ENSG00000022277	20	56468584	56519449	50865	NA	119	191	376	281	424	265	442	434	917	757
ENSG00000022355	5	161847190	161899981	52791	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	19	54953129	55001142	48013	NA	38	46	52	99	132	136	91	235	166	326
ENSG00000022567	8	141207165	141308305	101140	NA	98	96	138	154	82	114	78	97	439	412
ENSG00000022840	12	120533479	120577594	44115	NA	429	505	798	879	862	743	826	1204	2848	2343
ENSG00000022976	14	102317376	102342702	25326	NA	14	24	51	68	102	95	63	87	149	159
ENSG00000023041	10	112424427	112446917	22490	NA	128	167	214	301	492	388	424	471	878	738
ENSG00000023171	11	123454397	123627774	173377	NA	24	29	38	98	110	165	95	245	156	85
ENSG00000023191	11	494511	507300	12789	NA	408	770	929	998	467	458	482	496	2044	1929
ENSG00000023228	2	206114816	206159603	44787	NA	236	240	359	303	390	401	556	671	1405	1081
ENSG00000023287	8	52622455	52745843	123388	NA	248	274	476	379	510	554	565	672	2081	1469
ENSG00000023318	9	99979178	100099040	119862	NA	219	282	493	459	462	483	469	650	1311	1021
ENSG00000023330	3	52198085	52214327	16242	NA	222	285	604	208	179	276	263	382	2114	897
ENSG00000023445	11	102317449	102339403	21954	NA	112	272	339	1704	4071	3651	3198	5389	855	2228
ENSG00000023516	13	42272152	42323267	51115	NA	346	276	505	626	854	1202	1007	1199	2209	1527
ENSG00000023572	1	193096467	193106114	9647	NA	9	6	26	28	26	14	18	29	96	49
ENSG00000023608	14	61762356	61796428	34072	NA	14	29	42	34	59	35	58	82	150	62
ENSG00000023697	12	15911171	16037282	126111	NA	111	133	206	137	190	157	200	277	680	452
ENSG00000023734	12	15882390	15903478	21088	NA	243	252	587	495	504	434	591	810	1132	1261
ENSG00000023839	10	99782731	99852192	69461	NA	7	2	3	19	35	42	26	21	37	31
ENSG00000023892	6	35297851	35321771	23920	NA	43	101	89	583	718	653	547	481	323	306
ENSG00000023902	1	150149182	150164720	15538	NA	141	220	275	934	631	730	654	905	705	904
ENSG00000023909	1	93885204	93909456	24252	NA	57	119	143	110	121	104	125	137	579	478
ENSG00000024048	6	42564061	42693504	129443	NA	267	286	382	456	559	651	572	702	1898	1410
ENSG00000024422	19	47713342	47743134	29792	NA	900	912	1212	233	110	171	165	88	3853	2616
ENSG00000024526	1	68474151	68497221	23070	NA	1	2	1	13	171	25	223	309	18	12
ENSG00000024862	6	138773508	138793319	19811	NA	49	75	120	236	196	159	203	279	550	418
ENSG00000025039	6	89364635	89412270	47635	NA	59	75	164	182	63	65	66	75	843	408
ENSG00000025156	6	122399545	122433119	33574	NA	49	61	109	119	224	154	149	241	385	328
ENSG00000025293	20	35771973	35950381	178408	NA	206	174	344	422	504	540	534	647	1223	883
ENSG00000025423	12	56752160	56787790	35630	NA	219	286	743	9	6	3	10	11	1658	1214
ENSG00000025434	11	47248299	47269032	20733	NA	96	131	154	680	314	515	379	574	587	673
ENSG00000025708	22	50525751	50530056	4305	NA	130	309	388	691	207	398	361	350	671	1663
ENSG00000025770	22	50508215	50523472	15257	NA	121	155	197	285	276	213	303	296	606	672
ENSG00000025772	20	44942129	44960486	18357	NA	41	52	145	134	173	105	180	232	343	419
ENSG00000025796	6	107867755	107958189	90434	NA	435	441	781	523	634	586	689	781	2502	1770
ENSG00000025800	1	32108037	32176568	68531	NA	210	183	256	317	375	471	371	510	1378	1332
ENSG00000026025	10	17228258	17237593	9335	NA	1790	2206	4490	4519	2697	2873	4440	2700	12547	11250
ENSG00000026036	20	63659299	63698684	39385	NA	8	9	12	10	10	18	16	7	47	75
ENSG00000026103	10	88990530	89015785	25255	NA	142	158	238	319	175	394	353	858	780	949
ENSG00000026297	6	166929503	166957191	27688	NA	30	88	66	189	663	479	306	241	282	268
ENSG00000026508	11	35138869	35232402	93533	NA	1598	1494	2754	1846	1986	2210	1870	2052	8122	9598
ENSG00000026559	20	51003655	51023129	19474	NA	0	1	3	5	14	31	7	15	0	2
ENSG00000026652	6	161129978	161274061	144083	NA	80	56	113	34	27	51	48	36	344	474
ENSG00000026751	1	160739056	160754821	15765	NA	42	120	107	1366	443	820	654	825	357	617
ENSG00000026950	6	26402236	26415216	12980	NA	382	356	470	776	1200	1487	982	902	2106	2148
ENSG00000027001	13	23730188	23889419	159231	NA	47	60	84	65	68	77	60	92	242	292
ENSG00000027075	14	61187558	61550976	363418	NA	228	264	479	817	783	628	549	785	1137	1005
ENSG00000027644	1	156840062	156859018	18956	NA	0	1	0	2	0	6	0	5	0	1
ENSG00000027697	6	137197483	137219449	21966	NA	639	738	1126	2101	1315	1289	1024	1748	2842	3263
ENSG00000027847	5	177600099	177610347	10248	NA	37	77	82	110	99	142	131	85	205	217
ENSG00000027869	1	156806242	156816862	10620	NA	14	23	16	89	90	88	62	78	50	118
ENSG00000028116	2	57907650	58159920	252270	NA	37	49	94	102	98	129	122	283	259	233
ENSG00000028137	1	12167002	12209228	42226	NA	321	420	707	1636	695	911	727	1166	1105	1238
ENSG00000028203	12	95217745	95302790	85045	NA	241	263	543	312	499	363	587	603	1429	1558
ENSG00000028277	19	42086109	42196585	110476	NA	18	54	60	392	1046	908	1122	1886	173	234
ENSG00000028310	5	850290	892824	42534	NA	132	141	211	278	413	384	427	370	667	1023
ENSG00000028528	15	64094122	64146090	51968	NA	656	674	1164	935	1176	1252	1152	1312	3795	3203
ENSG00000028839	6	133952169	133990432	38263	NA	46	51	67	111	165	115	120	233	303	182
ENSG00000029153	12	27332853	27425289	92436	NA	7	23	47	94	81	85	131	199	86	120
ENSG00000029363	6	136256862	136289851	32989	NA	495	511	840	940	1653	1572	2019	1903	3293	2900
ENSG00000029364	14	69398014	69462388	64374	NA	221	196	443	350	361	375	375	551	1443	1263
ENSG00000029534	8	41653219	41896762	243543	NA	3	3	11	33	36	31	63	77	35	17
ENSG00000029559	4	87799580	87812435	12855	NA	1	0	0	0	0	0	1	1	0	0
ENSG00000029639	6	155257508	155314493	56985	NA	14	17	28	70	89	65	86	120	137	84
ENSG00000029725	17	5282264	5385812	103548	NA	185	192	387	495	661	633	720	799	1274	962
ENSG00000029993	X	150980508	150990775	10267	NA	35	53	100	75	154	48	220	305	228	360
ENSG00000030066	11	47778086	47848555	70469	NA	196	214	332	394	598	621	703	940	1388	1063
ENSG00000030110	6	33572546	33580293	7747	NA	45	52	133	209	199	147	214	227	262	241
ENSG00000030304	9	110668770	110801620	132850	NA	9	1	5	11	6	16	10	17	45	65
ENSG00000030419	2	212999690	213152427	152737	NA	47	59	85	227	270	343	318	346	529	384
ENSG00000030582	17	44345085	44353102	8017	NA	1754	1988	3249	3491	1210	1449	1143	1610	8517	5556
ENSG00000031003	5	137937959	138051961	114002	NA	177	169	260	306	445	476	514	638	903	821
ENSG00000031081	3	119294372	119420714	126342	NA	698	532	955	246	193	417	332	387	2933	1984
ENSG00000031691	6	49463377	49493107	29730	NA	29	14	43	34	79	39	69	116	101	86
ENSG00000031698	1	109213917	109238169	24252	NA	354	419	721	654	678	637	616	791	2257	1685
ENSG00000031823	19	5916138	5978142	62004	NA	191	200	311	366	418	320	382	508	846	815
ENSG00000032219	14	58298384	58373887	75503	NA	152	170	272	338	463	514	590	621	1337	993
ENSG00000032389	2	3188924	3377882	188958	NA	56	50	77	131	124	135	154	226	202	227
ENSG00000032444	19	7534003	7561764	27761	NA	342	485	598	407	361	360	213	319	1776	1177
ENSG00000032742	13	20567068	20691437	124369	NA	67	51	100	69	81	95	70	88	454	485
ENSG00000033011	16	5033959	5087379	53420	NA	27	39	52	90	56	55	54	60	145	119
ENSG00000033030	12	122471599	122501073	29474	NA	97	106	158	188	320	292	330	312	769	619
ENSG00000033050	7	151207836	151227230	19394	NA	139	157	232	295	307	372	411	585	637	641
ENSG00000033100	7	151232488	151238827	6339	NA	162	188	237	337	336	374	296	319	662	719
ENSG00000033122	1	69568397	70151945	583548	NA	9	0	2	9	24	16	12	10	19	31
ENSG00000033170	14	65410591	65744121	333530	NA	51	82	93	212	208	205	213	264	386	335
ENSG00000033178	4	67612651	67701179	88528	NA	126	146	299	336	543	564	506	822	1077	925
ENSG00000033327	11	78215296	78418348	203052	NA	246	322	421	321	155	243	213	257	1993	1180
ENSG00000033627	17	42458843	42522611	63768	NA	261	251	422	289	282	373	251	271	1539	1524
ENSG00000033800	15	68054178	68198603	144425	NA	248	266	410	422	544	619	697	929	1941	1236
ENSG00000033867	3	27372720	27484420	111700	NA	48	91	213	299	596	552	485	594	585	660
ENSG00000034053	15	28884482	29118315	233833	NA	14	32	23	100	240	155	131	128	58	123
ENSG00000034152	17	21284671	21315240	30569	NA	139	157	284	331	338	293	311	476	797	1230
ENSG00000034239	8	48710788	48735311	24523	NA	6	27	41	3	0	1	0	0	365	874
ENSG00000034510	2	84905624	84906675	1051	NA	657	1339	3125	3075	4085	1970	2833	2703	6253	4482
ENSG00000034533	3	131013874	131027649	13775	NA	17	27	36	64	103	80	85	109	160	124
ENSG00000034677	8	100257058	100410015	152957	NA	315	383	540	723	833	1093	863	1575	2081	2196
ENSG00000034693	6	143450806	143490010	39204	NA	49	49	107	86	102	88	135	155	244	241
ENSG00000034713	16	75566350	75577881	11531	NA	183	242	422	498	443	335	382	446	1399	1075
ENSG00000034971	1	171635416	171652683	17267	NA	16	14	44	0	0	10	1	2	36	185
ENSG00000035115	2	217729	266398	48669	NA	198	200	283	195	376	334	236	190	1426	1037
ENSG00000035141	2	70295974	70302090	6116	NA	59	86	140	188	238	191	238	343	395	359
ENSG00000035403	10	73995192	74121363	126171	NA	1152	1003	1525	508	402	673	990	457	4786	5110
ENSG00000035499	5	60596911	60700190	103279	NA	6	5	8	41	113	43	180	312	15	9
ENSG00000035664	15	63907035	64072033	164998	NA	253	203	334	108	41	32	41	33	1184	1036
ENSG00000035681	8	58583503	58659844	76341	NA	124	150	247	408	561	484	501	646	847	596
ENSG00000035687	1	244408493	244452134	43641	NA	112	177	279	280	346	302	338	489	787	670
ENSG00000035720	4	67558727	67607337	48610	NA	1	3	8	74	504	268	543	623	69	47
ENSG00000035862	17	78852976	78925387	72411	NA	1483	1198	2644	1964	550	1010	1230	451	10352	5989
ENSG00000035928	4	39287455	39366375	78920	NA	263	263	451	403	790	565	1003	1795	1642	1208
ENSG00000036054	3	100260999	100325251	64252	NA	163	163	275	290	289	305	318	402	920	708
ENSG00000036257	2	224470149	224585397	115248	NA	192	223	338	369	654	506	920	1188	1113	989
ENSG00000036448	8	2045039	2165552	120513	NA	58	19	39	15	20	23	17	29	87	116
ENSG00000036473	X	38352544	38421450	68906	NA	12	2	13	0	1	0	3	4	27	8
ENSG00000036530	14	99684303	99727301	42998	NA	4	3	6	8	10	7	21	5	28	33
ENSG00000036549	1	77562415	77683419	121004	NA	113	112	231	310	363	367	418	542	868	539
ENSG00000036565	8	20144854	20183206	38352	NA	1	0	0	0	4	1	1	14	1	1
ENSG00000036672	11	119355214	119381726	26512	NA	9	8	24	3	0	1	4	3	72	260
ENSG00000036828	3	122183682	122286503	102821	NA	0	0	0	2	0	4	6	12	2	3
ENSG00000037042	17	42659304	42667006	7702	NA	62	77	81	64	126	88	105	50	465	372
ENSG00000037241	5	172958728	172969771	11043	NA	11	31	49	74	77	45	70	125	144	122
ENSG00000037280	5	180601505	180649624	48119	NA	432	185	380	282	126	250	177	108	857	1035
ENSG00000037474	5	6599238	6633291	34053	NA	227	225	353	501	863	614	855	1029	1077	1014
ENSG00000037637	1	16246838	16352454	105616	NA	117	96	206	186	201	226	219	265	653	507
ENSG00000037749	5	154038905	154220478	181573	NA	64	78	168	85	127	196	188	211	506	436
ENSG00000037757	19	13764531	13774282	9751	NA	11	63	30	62	115	96	103	53	296	202
ENSG00000037897	12	57768470	57772793	4323	NA	8	18	40	19	40	39	46	54	62	82
ENSG00000037965	12	54009105	54012362	3257	NA	0	1	0	46	7	18	10	10	23	1
ENSG00000038002	4	177430769	177442503	11734	NA	60	74	140	157	147	125	147	229	249	303
ENSG00000038210	4	25233974	25279092	45118	NA	73	88	173	114	161	126	180	272	459	346
ENSG00000038219	4	13568737	13627723	58986	NA	232	242	363	473	785	1104	1089	1218	1731	1257
ENSG00000038274	5	163503113	163519336	16223	NA	336	348	636	1309	1207	1135	937	1585	2251	1489
ENSG00000038295	4	165873257	166103895	230638	NA	39	6	62	46	32	32	46	63	153	201
ENSG00000038358	16	67873022	67884503	11481	NA	116	169	201	278	389	474	420	493	734	1005
ENSG00000038382	5	14143701	14532128	388427	NA	269	328	539	362	413	578	561	504	2118	1707
ENSG00000038427	5	83471464	83582303	110839	NA	198	288	560	156	29	74	221	124	1091	1503
